prime_days,loot_collected,day_stream_hr,evennig_stream_hr,night_stream_hr,bits_donated,cs_contacts,churn,prime_student,used_sub,day_sessions,evennig_sessions,night_sessions,follows
98,22,278.3,93.4,107.6,9.7,0,0,0,1,89,143,42,5
84,0,138.6,199,204.1,7.8,0,0,0,0,102,93,137,4
94,0,234.4,279.3,234.2,2,1,1,0,0,103,109,121,2
84,0,181.5,130.7,186.5,8.5,1,0,0,0,129,112,118,4
66,0,167.3,230,191.7,10.6,1,1,0,0,91,68,118,5
98,31,121,218.9,226.7,12,1,0,0,1,105,98,110,1
74,0,221.1,110.8,240.1,10.6,0,0,0,0,124,94,112,3
96,26,145.8,192.2,165.1,9.9,1,0,0,1,108,89,96,2
119,0,222.8,163.2,160.6,11.2,1,0,0,0,122,107,112,6
73,0,183.4,242,201.4,7.5,4,0,0,0,80,115,100,3
92,0,264.3,160.9,198.6,9.3,0,0,1,0,91,115,73,5
21,0,146,109.7,247.4,6.8,0,0,0,0,78,79,108,7
122,0,157.1,184.9,197.2,8.5,4,1,0,0,134,122,59,5
133,0,127.3,251.3,135,10.3,1,0,1,0,108,81,88,3
145,0,187.9,197,167,4.8,2,0,0,0,110,117,108,4
25,0,178.8,141.2,203,8.4,2,0,0,0,90,72,99,5
64,0,97.2,186.2,189,10.4,2,0,0,0,80,90,92,6
85,0,259.8,242.3,168.8,5.4,0,0,0,0,85,117,72,1
126,0,256.5,199.5,188.3,7,3,0,0,0,112,90,122,5
76,0,169.5,124,219.4,10,0,0,0,0,77,87,92,3
113,0,239.7,282.9,238.4,8.7,2,1,0,0,47,110,88,3
224,0,171.5,160,212.4,5,1,1,1,0,99,103,102,2
117,0,239.9,174.8,209.5,9.8,0,0,0,0,84,106,93,2
128,34,142.3,194.8,239.3,16,1,0,0,1,73,79,81,6
115,0,184.1,327,212.5,7.5,2,0,0,0,98,73,106,6
141,28,206.9,264.4,171.8,9.3,2,0,0,1,126,126,124,11
51,0,259.9,176.2,77.2,15.3,1,0,0,0,114,94,112,1
100,0,203.8,283.1,197.3,12.5,0,0,0,0,122,76,83,3
96,45,248.8,140.3,263.6,10.3,3,0,0,1,124,77,102,2
112,16,221.6,130.2,200,11.3,1,0,0,1,110,123,108,3
129,0,192.9,185.5,205.2,10.9,1,0,1,0,131,101,130,4
163,0,122.4,113.4,180.2,12.5,1,0,0,0,129,108,97,7
67,40,104.9,216.3,217.4,9.6,1,0,0,1,65,93,128,9
140,0,173.2,196.8,209.3,11.2,3,0,0,0,91,106,128,5
49,0,119.4,273.3,214.4,12.4,2,0,0,0,69,92,153,7
46,0,250.3,260.6,195,13.3,2,1,0,0,100,90,104,2
148,0,178.3,282.6,181,11.4,1,0,0,0,98,110,98,4
112,0,243.4,182.1,259.2,12.8,1,0,0,0,77,97,94,2
78,0,155,175.3,155.6,11.8,2,0,0,0,106,101,125,5
61,31,288.7,203.8,203.2,8.6,0,0,0,1,101,102,49,3
58,29,240.4,118.9,164.2,11.2,1,0,0,1,80,91,108,3
155,0,190.3,301.3,214.6,8,1,0,0,0,123,96,134,3
100,0,278,176.7,219.5,8.3,0,1,0,0,76,74,126,4
113,0,155,330.6,189.4,13.5,1,0,0,0,93,106,123,3
81,0,153.5,197.6,198.5,6.3,2,0,0,0,99,102,86,2
135,27,273.4,154,245.8,12.3,1,0,0,1,141,99,112,6
99,0,155.3,265.7,145.7,12.4,0,0,0,0,93,95,67,4
59,29,133.1,221.2,131.6,6.8,1,0,0,1,114,82,103,3
135,0,246.8,187.8,154.5,12.6,1,0,0,0,129,121,109,5
85,0,165.4,196,349.2,9.6,2,0,1,0,107,126,110,7
70,0,59.5,257.2,208.3,11.1,0,0,0,0,103,106,86,6
88,0,138.3,236,179.1,9.6,3,0,0,0,116,138,110,4
55,0,286.7,134.4,192.9,6.9,2,0,0,0,100,121,122,5
75,0,117.3,201.1,107.9,12.2,1,0,0,0,114,61,82,3
79,21,264.3,202.8,173.4,6.3,4,0,0,1,79,118,92,3
85,0,127.9,271.2,202.2,12.5,0,0,0,0,107,124,76,5
86,23,225.5,246.3,245.7,9.8,0,0,0,1,107,105,81,2
91,0,149,245.3,260,8.3,0,0,0,0,115,105,94,3
149,20,198.9,274,190.7,14.3,1,0,0,1,77,88,76,9
97,0,256.4,273.9,222.7,11.1,1,1,0,0,125,100,101,1
88,0,264.8,245.4,160.5,14.8,1,1,0,0,124,112,115,2
60,0,98.2,180.5,223.6,9.3,2,0,0,0,88,69,69,2
54,0,159.8,264,115.7,9.7,2,0,0,0,99,64,70,7
11,28,190.6,220.1,180.3,6,3,0,0,1,86,122,80,3
109,0,184,120.4,153.7,11,0,0,0,0,120,119,86,3
90,0,261.8,220.6,136.6,9.6,1,0,0,0,128,104,91,5
115,0,147.9,228.4,299.7,9.6,3,0,0,0,109,117,90,9
144,18,106.4,108.1,208.4,10.1,1,0,0,1,109,113,111,5
91,0,133.7,195.3,280.5,5.9,0,0,0,0,75,87,89,2
105,23,193.5,220.2,272.4,8.5,0,0,0,1,85,90,111,5
71,0,178.2,167.8,182.1,13.6,3,1,1,0,113,94,111,3
132,36,226.2,181.6,258.8,10.5,3,1,0,1,103,125,102,5
112,0,170.4,200.2,258.3,11.6,1,0,0,0,103,71,100,4
86,32,70.9,166.7,244.9,11.1,3,0,0,1,163,121,105,5
41,34,194.4,254.9,160.2,17.2,2,0,0,1,63,110,115,9
44,0,240.3,164.6,240.7,10.6,1,0,0,0,146,83,106,2
78,0,75,248.7,176,9.5,3,0,0,0,116,87,83,6
149,0,69.1,136.3,181.7,6.3,1,0,0,0,117,100,53,3
72,33,96.6,315.4,163.3,6.2,4,1,0,1,59,98,117,4
139,20,214.6,235.1,162.8,14.8,0,0,0,1,101,132,132,12
74,0,148.5,146.5,289.2,9.9,3,0,0,0,111,42,83,6
50,0,258.1,161.4,225.1,11.7,1,0,0,0,106,106,110,5
141,23,149.7,162.5,220.3,7.6,3,0,0,1,112,118,115,2
140,0,149.8,164.4,294.7,8.1,1,0,0,0,134,98,124,2
99,0,190.4,158.1,271.5,11.2,2,0,0,0,102,107,92,4
166,0,181.4,253.8,112.3,11.6,1,0,0,0,108,54,94,6
124,0,151.1,187.4,255.4,5.3,1,0,0,0,123,104,93,3
74,0,155.7,173.7,257.4,8.1,0,0,0,0,116,63,97,4
117,0,149.9,256.1,212.7,13.3,2,0,0,0,95,110,92,13
85,0,222.3,231.5,223.5,11,3,0,0,0,132,101,75,2
36,16,149.4,131.8,132.7,6.7,0,0,0,1,111,113,87,2
102,0,233.8,221.6,146.9,12.8,0,0,1,0,103,131,106,3
76,0,204.2,292.6,244.3,10.5,0,0,0,0,100,139,105,2
165,0,242.9,209.8,228.4,0,1,0,0,0,126,65,126,0
130,0,150.4,230.5,186.3,12.3,1,0,0,0,119,99,76,4
78,0,208.9,252.4,280.2,12.8,0,0,0,0,119,132,120,7
55,0,191.9,256.1,203.7,14.3,1,1,1,0,91,110,101,6
92,0,130.7,260.6,244.2,9.4,2,1,1,0,113,122,98,2
129,33,119.6,278.7,263.4,5.9,2,0,0,1,104,88,175,2
18,0,273.6,114.6,250.6,8.2,1,0,0,0,93,116,120,4
161,0,156.1,180.3,179.6,11.1,2,0,1,0,114,63,115,9
93,36,178.7,178.6,126.8,8,2,0,0,1,134,102,82,4
144,0,177.5,287.4,180.5,11.9,2,0,0,0,93,75,118,3
75,0,211.3,105.6,175.9,9.7,4,1,1,0,61,119,63,4
95,0,175.2,244.4,75.8,7.5,1,0,0,0,91,109,95,2
126,23,114.3,190.3,240.4,12.6,3,0,0,1,102,103,111,7
124,28,251.4,225.1,251.9,7.5,1,0,0,1,104,89,121,5
93,0,216.9,207.4,221.7,17.5,1,1,1,0,61,120,110,5
109,26,217.2,145.5,280.7,9.3,0,0,1,1,138,111,76,3
80,0,206.3,154.9,263.6,12.4,0,0,0,0,97,98,82,12
41,0,159.3,125.9,261.9,11.1,1,0,0,0,66,75,76,5
136,31,143.1,236.6,227.8,11.4,2,0,0,1,88,65,120,5
92,0,154,329.8,288,5.6,3,1,0,0,122,88,117,2
143,24,186.6,222,234.9,11.6,1,0,0,1,69,116,138,5
118,26,170.8,199.5,169.7,9.6,5,1,0,1,114,125,98,5
193,17,124,202.9,205.1,12.3,1,0,0,1,102,81,129,3
73,0,198.3,279.3,146.2,14.8,3,0,0,0,94,101,87,8
62,0,172.8,204.8,240.8,9.1,2,0,0,0,101,97,90,8
30,30,217.4,213.8,227.2,6.6,0,0,0,1,74,86,104,3
60,29,265.9,215.8,108.1,14,0,1,1,1,113,94,82,12
148,14,93.6,193.8,144.9,17.5,1,0,0,1,137,72,84,5
96,0,98.2,307.2,182.5,7.6,2,0,0,0,100,88,120,1
52,0,214.7,158.6,123.4,9.4,2,0,0,0,68,138,114,4
87,0,168.2,224.7,169.5,12.9,1,0,0,0,92,100,99,3
41,0,202.9,153.8,113.5,9,3,0,0,0,97,104,92,3
112,0,261.4,154.5,130.9,11.6,1,0,0,0,108,102,90,2
88,0,73.3,161.4,239.6,8.2,4,1,0,0,86,82,76,3
122,27,253.7,229.2,190.5,9.2,7,0,0,1,84,109,123,5
61,0,45,151.3,152.9,9.8,2,0,0,0,108,74,94,6
87,0,231.3,171.7,67.7,13,1,0,0,0,105,108,136,6
176,0,47.4,167.8,163.1,10.5,2,0,0,0,125,90,107,8
30,0,227.4,182.5,191.7,12.5,0,0,0,0,88,100,134,3
95,22,40.9,133.4,264.2,11.9,0,0,0,1,126,90,91,7
46,0,124.8,157.3,199.3,8.6,2,0,0,0,133,143,72,4
100,0,68.5,337.1,205.2,12.1,0,0,1,0,110,115,99,9
47,37,163.5,203.1,232,7.8,2,0,0,1,77,102,87,4
77,0,163,219.1,233.4,6.7,2,0,0,0,112,89,66,3
98,38,213.7,253,207.7,10.7,2,0,0,1,61,104,73,5
125,36,201.3,42.2,125.7,5.4,1,0,0,1,117,78,104,3
67,0,310.4,66.5,246.5,9.2,4,0,0,0,97,123,99,10
194,0,48.4,281.1,218.5,18.2,1,0,0,0,101,138,87,1
128,40,171.2,145.7,196.8,14,1,0,0,1,88,109,93,6
190,22,166.5,183,121,8.5,0,0,0,1,93,92,102,3
165,0,216.6,190.8,224.7,12.4,0,0,0,0,126,104,123,8
59,0,107.8,216.6,217.5,9.9,2,0,0,0,113,125,92,3
47,28,141.3,168,113.5,7.8,1,0,0,1,94,108,84,2
150,29,209.9,158,141.9,6.6,0,0,0,1,77,52,113,1
152,20,237.5,253.4,265.2,14.2,9,1,1,1,120,94,80,3
26,0,234.5,216.5,191.6,3.5,3,0,0,0,109,129,94,6
79,31,103.1,243,76.4,12.2,3,0,0,1,90,135,92,8
95,27,129.5,248.9,268,11.9,1,0,0,1,106,90,115,3
69,0,279.8,248.7,171,8.4,2,1,1,0,90,91,118,10
95,41,136.8,200.8,133.7,10.3,5,1,1,1,91,61,67,9
31,31,100.1,246.3,255,5.9,0,0,0,1,54,97,131,3
121,31,237.1,205.6,196.7,10.1,4,0,0,1,63,117,85,5
111,0,172.8,183.1,158.8,7.9,4,1,0,0,58,108,104,3
157,0,224.5,200.7,116.6,11.5,2,0,0,0,111,99,118,2
44,0,288.1,258,192.4,10.2,3,1,0,0,112,92,90,4
61,0,78.2,195.9,108,10.1,2,0,1,0,103,149,100,6
65,0,148.7,259,149.5,12.7,2,0,0,0,80,94,107,6
74,25,194.6,119.9,175.5,13.1,2,0,0,1,84,103,75,2
123,0,159.5,303.8,226.9,12,0,0,0,0,77,92,120,4
58,20,194.5,213.7,236.6,9.5,1,0,0,1,110,89,92,2
74,0,174.1,251.1,257.6,8.3,2,1,0,0,96,94,123,5
125,0,131.8,136.7,308.2,7.7,2,0,0,0,97,100,119,6
80,0,160.6,237,245.1,10.7,1,0,0,0,103,109,88,1
53,18,146.8,310,178.7,7.2,0,0,0,1,107,84,130,7
99,28,200.7,264.2,172.7,9.1,1,0,0,1,88,116,102,5
99,0,145.6,98.3,230.8,10.9,1,0,0,0,106,106,83,5
66,29,229.4,257.4,231.5,8,2,0,0,1,104,84,119,1
97,0,211,189,123,4.7,3,0,0,0,76,100,102,4
75,37,121.5,271.4,248.7,11.3,2,0,0,1,97,110,97,5
85,0,216,188.2,147.1,3.6,2,0,1,0,73,117,98,7
108,0,293,160.6,143.9,10,2,0,0,0,88,101,87,6
133,32,221.1,264.9,168.9,15.4,2,1,1,1,137,99,108,4
51,0,181.5,196.9,187.2,10.3,1,0,0,0,108,87,119,2
186,26,74.3,177.3,296.3,14.5,2,0,0,1,107,116,90,3
44,0,62.3,275,138.7,10.8,1,0,1,0,92,82,108,3
64,31,228.6,248.5,167.1,9,3,0,0,1,88,109,124,1
44,0,228.1,276.5,279.8,9.9,2,1,0,0,121,79,77,5
114,36,309.9,200.3,183.5,14.2,1,0,0,1,90,89,105,2
92,0,201.9,226.8,217.5,13.7,3,0,0,0,74,119,80,6
110,0,149.8,180,140,11.7,2,0,0,0,112,93,119,4
90,30,183.8,229.7,144.1,7.7,1,0,0,1,76,95,124,3
72,21,186.7,335,187.2,16.5,1,0,0,1,108,86,119,4
113,0,209.4,347.3,246,7.4,1,1,0,0,151,113,116,2
171,25,223.2,183.2,150.8,10.2,3,0,0,1,77,118,90,3
104,0,164.2,155.4,168.9,10.7,1,0,0,0,109,90,117,8
165,0,150.5,193.1,311.6,10.3,1,0,0,0,75,93,93,2
104,0,234.2,293.1,183.9,9.8,0,1,0,0,128,92,79,6
110,0,55.3,164.7,200.7,10.2,1,0,0,0,102,124,108,5
90,0,221.8,203.8,215.8,8.4,1,0,1,0,97,134,154,4
114,0,169.6,58.9,179.3,7.4,1,0,0,0,85,86,124,8
101,0,89.7,260.1,170.1,13.5,5,1,0,0,118,79,93,11
117,14,80.2,219,122.6,8.6,1,0,0,1,81,103,102,2
109,0,218.9,299.9,158.6,11.3,2,0,0,0,105,87,110,4
82,0,125.7,207.6,183.1,12.9,1,0,0,0,96,137,103,2
92,0,176.3,93.4,207.2,9.6,2,0,0,0,85,125,107,1
82,29,207.2,254.1,169.3,9.5,2,0,0,1,111,137,92,5
90,0,205.7,161.9,269.7,12.5,2,0,0,0,138,83,104,6
87,28,151.4,152.4,250.1,0,1,0,0,1,95,97,109,0
124,0,157.5,130.7,193.4,9.6,3,0,0,0,70,79,98,4
39,0,160.4,102.6,235.3,9.1,2,0,0,0,68,103,106,5
84,0,159,167.9,167.6,12.3,1,0,0,0,80,128,101,5
75,46,214.1,200.9,246.8,9.2,0,0,0,1,62,111,126,6
102,0,102.6,246,170.5,9.1,2,0,0,0,89,77,140,4
62,0,159.7,197.5,121.6,13.9,0,1,1,0,86,76,105,6
143,0,202.8,165.8,143.9,4.6,1,0,0,0,109,104,71,4
53,0,57.5,265.5,244.3,11.6,3,0,0,0,95,131,128,6
30,0,169.9,225.2,169.7,11.4,1,0,0,0,144,118,93,7
112,0,335.5,212.5,265,12.7,2,1,0,0,77,109,132,8
129,0,139.5,289.3,129.4,13.1,0,0,0,0,119,105,97,8
63,29,142.3,118.7,240.1,6.6,1,0,0,1,107,56,91,8
28,0,187.8,248.6,208.8,10.6,0,0,0,0,94,86,124,5
111,0,146.2,261.5,163.2,8.7,3,0,0,0,55,83,116,3
91,0,231.8,150.6,269.2,11.6,3,0,0,0,120,106,129,7
90,0,193.7,154.2,299,12.7,1,0,0,0,83,79,60,3
151,0,156.4,233.4,195.7,7.7,4,0,0,0,108,118,141,6
105,29,220.7,217.7,190.5,13.2,1,1,1,1,82,110,100,6
41,37,239.8,221.9,189.1,7.3,2,0,0,1,110,115,100,1
48,43,172,200.2,233.1,8,1,0,0,1,111,64,96,5
166,35,128.2,274.5,298.9,8.8,2,0,1,1,138,113,130,7
79,0,130.2,290.9,194.8,14,3,0,0,0,119,121,140,6
153,0,195.4,154.6,142.8,11.6,1,0,0,0,107,96,97,6
110,0,293.3,188.5,266.9,14.5,0,1,1,0,79,90,91,4
163,0,191.3,193.9,268.4,12.8,1,0,0,0,89,87,121,4
126,0,122.4,143.8,157,11.5,1,0,0,0,88,111,106,3
105,33,209.6,146.9,121,10.6,2,0,0,1,68,140,131,3
172,0,215.7,146.3,264.6,7.1,3,0,0,0,140,84,83,1
126,0,161.4,220.6,249.2,5.1,0,0,0,0,110,125,78,2
97,0,144.2,226.7,144.6,13.8,3,0,0,0,91,137,72,4
95,37,220.2,185.3,205.1,4.1,0,1,1,1,109,99,82,2
87,0,256.2,160.7,249.4,7.4,4,0,0,0,105,102,80,2
97,0,112.7,217.7,152.1,6.5,1,0,0,0,119,109,76,5
76,0,299.5,226.7,210.7,13.7,0,1,0,0,125,92,134,4
140,0,194.8,170.9,225.1,13.9,0,0,0,0,107,99,93,4
169,0,100.8,230,193.6,9.5,0,0,0,0,112,69,95,2
68,22,82.5,289.9,180,4.8,3,0,0,1,97,94,114,4
122,34,146.4,89.7,220,15.6,2,0,0,1,104,103,91,4
36,0,177.9,224.6,306.3,10.8,2,0,0,0,129,87,102,6
120,27,153.5,194,256.5,10.2,5,0,0,1,84,73,94,7
121,0,150.7,197.3,169,9.2,1,0,0,0,105,133,116,15
64,19,180.1,127.5,237.4,7.5,0,0,0,1,106,92,118,3
13,31,265.3,147.6,259.3,12.9,1,0,0,1,94,95,117,1
106,0,128.6,134,210.6,11.4,0,0,0,0,83,114,113,2
88,0,161.5,173.5,206.2,7.9,2,0,0,0,92,108,95,4
74,0,165.3,198.5,208.5,9.8,1,0,0,0,120,106,102,3
83,0,195,210.5,180.6,11,0,0,0,0,92,83,92,13
49,0,213.8,265.1,239.8,15.6,0,0,0,0,79,93,128,7
111,24,205.5,219.3,215.9,14,1,0,0,1,114,99,95,4
50,22,252.9,177.9,158.4,8.5,3,0,0,1,112,99,146,4
153,28,235.6,227.9,170.3,15.4,0,0,0,1,74,37,103,9
88,0,192,127.6,155.6,7.5,1,0,0,0,91,127,125,5
131,39,69.1,101.3,104.8,9.1,0,0,0,1,122,136,94,4
79,0,261.7,210.6,256.7,6,3,1,0,0,97,48,83,3
140,0,235.5,257.2,103.1,11.5,2,0,0,0,81,130,111,4
105,0,213.4,204.9,179.7,9.5,1,0,0,0,100,52,93,6
54,39,206.9,127.8,199.2,9.2,3,0,0,1,143,72,120,1
87,22,263.8,103.4,208.1,8.5,3,0,0,1,65,115,109,3
96,31,183.4,195.5,180.1,10.5,1,0,0,1,126,106,93,5
79,0,157.6,194.1,231.5,9.4,5,1,0,0,85,92,86,10
55,0,175.6,161.8,289.5,9.3,0,0,0,0,147,118,55,4
130,0,242.5,102.8,142.4,9.3,2,0,0,0,101,114,89,2
34,0,151,131.4,186.6,9.9,0,0,0,0,102,101,86,7
139,0,138.1,164.5,134.9,8.3,1,0,0,0,103,100,63,2
109,0,264.7,305,197.4,9.5,1,1,0,0,69,120,86,9
65,31,282.3,152,225.5,12,1,0,0,1,70,89,93,4
63,0,211.2,237.7,259.2,12.3,0,0,0,0,80,93,58,2
152,0,197.1,130.1,78.1,7.4,3,0,0,0,126,76,100,4
147,0,205.3,166.7,240.6,7.8,1,0,0,0,95,128,84,4
112,22,181.8,228.1,262.7,9.2,2,0,0,1,110,123,141,4
120,0,252,150.2,151.8,9.6,2,0,0,0,120,106,96,1
27,0,193.8,118.9,135.9,9.2,0,0,0,0,102,104,124,3
171,0,231.2,188.7,206.9,12.3,1,0,0,0,135,74,124,1
101,33,200.1,188.9,205.1,15.5,0,0,0,1,108,122,90,4
32,26,266.7,232.3,212.8,16.3,1,0,0,1,109,107,98,4
3,36,118.1,221.5,103.9,11.9,2,0,0,1,117,125,89,6
151,0,175.3,144.3,160.2,11.8,0,0,0,0,106,87,88,5
60,0,125.1,248.8,211.3,11.2,3,0,0,0,99,62,79,3
119,0,176.8,224.7,204.6,7.5,1,0,0,0,90,81,77,15
43,0,241.9,129.4,264.8,5.9,1,0,0,0,101,121,104,3
42,0,241.2,116.5,152.2,10.6,0,0,0,0,134,114,91,4
84,0,217.1,236,118.3,9.4,1,0,0,0,99,68,120,4
65,0,195.4,181.2,178.5,8.9,0,0,0,0,110,109,105,4
75,0,222.4,327,208,8.7,1,1,1,0,78,111,104,9
116,0,189.5,189.8,205.8,13.1,1,0,0,0,90,118,83,2
107,0,123.1,158.4,256.1,9.3,0,0,0,0,100,82,82,5
189,38,256.7,150.5,123,11.4,3,0,0,1,98,120,87,3
123,0,159.1,241.6,202.4,6.5,1,0,0,0,94,119,120,1
110,0,100.1,233.3,204.4,11.1,3,0,0,0,90,93,57,8
63,32,30.9,187,230.8,8.6,1,0,0,1,113,113,101,7
176,0,223.2,214.4,154.4,10.1,3,0,0,0,76,131,80,2
108,0,187.4,199.9,216.1,12.6,1,0,0,0,101,126,107,8
13,21,315.6,208.9,260.1,12.1,3,0,0,1,105,71,123,3
71,0,277.5,131.8,126.9,8.2,1,0,0,0,104,121,101,2
88,0,189.8,197.3,234.5,14.9,2,0,0,0,111,101,111,3
137,0,147.2,192.8,172.7,10.2,1,0,0,0,119,91,105,4
82,0,185.8,276.5,192.1,5.7,4,0,0,0,36,134,104,7
92,29,155.4,188.5,254.9,8,3,0,0,1,110,104,118,4
165,0,154.2,268.6,188.8,10.9,6,0,0,0,91,108,99,4
96,0,97.6,105.5,220.2,11.6,1,0,0,0,98,118,105,9
156,0,178.8,178.4,169.2,7.5,1,0,0,0,94,97,77,3
63,0,149.3,273.6,206.6,9.1,0,0,0,0,104,75,72,4
37,0,206,186,307.1,8.4,0,0,0,0,89,88,86,11
98,0,216.8,190.8,187.5,11,0,0,0,0,86,114,79,9
121,0,103.3,129.1,167.1,10.7,0,0,0,0,110,82,113,3
94,0,139.4,159.1,128.2,7.7,0,0,0,0,95,92,129,3
99,0,191.2,163.9,243.6,14.1,1,0,0,0,110,102,114,3
163,23,160,189.4,229.9,10.4,1,0,0,1,104,64,118,7
161,0,221.7,193,194.1,6.5,3,0,0,0,95,82,113,4
99,0,62.9,231,168.9,8.5,1,0,0,0,81,64,121,5
108,0,215.6,195.3,194.4,3.6,1,0,0,0,78,119,65,5
84,42,165.3,223.5,260.8,7.6,3,0,0,1,97,118,72,7
83,32,94.7,154.4,200.4,10.6,2,0,1,1,111,98,109,6
139,0,203.2,152.5,197.8,9.7,2,0,0,0,81,99,76,3
69,0,195.3,216.7,259.9,12.5,3,0,0,0,70,108,119,4
129,0,143.7,297.8,212.6,11.4,4,0,0,0,114,98,86,8
106,0,114.4,78.3,232.7,0,2,0,0,0,104,101,78,0
158,0,222.8,203,210.6,6.9,2,0,0,0,101,128,106,2
168,22,175.9,211.7,174.5,7.3,2,0,0,1,70,105,81,5
115,0,249.9,242.5,151.7,15.3,1,1,1,0,95,104,121,6
57,30,234.5,195.2,268.8,11.4,2,0,1,1,130,116,94,4
67,0,210.7,219.2,179.7,7.2,1,0,0,0,116,86,83,6
127,0,182.3,169.9,184,9.3,1,0,0,0,124,110,116,3
78,0,190.3,194.5,256.5,11.7,2,0,0,0,88,89,109,5
100,38,177.1,163.7,242.7,7.4,0,0,0,1,88,108,72,2
103,36,87.2,169.3,166.7,10.9,6,1,0,1,92,110,80,5
113,0,215.6,193.4,105.4,13.5,1,0,0,0,96,127,115,3
78,0,137.4,237.6,206.7,14,3,0,0,0,109,49,136,11
129,36,192.8,177,216.5,16.4,1,0,0,1,103,83,118,5
57,0,149.3,200.2,231.7,11.9,2,0,0,0,100,110,101,3
82,0,143.7,170.7,287.7,7.8,1,0,0,0,116,99,95,5
64,0,224.8,190,221.4,9.2,1,0,0,0,111,101,110,2
86,39,261.2,214.2,154.9,12.7,2,0,0,1,122,101,101,5
151,26,196.5,175.8,221.8,13.4,0,0,0,1,98,111,124,5
94,0,271.2,202.6,221.6,11.5,3,1,0,0,105,105,51,3
90,0,207.2,292.5,226.3,8,2,0,0,0,121,104,103,1
48,0,300.4,133.2,197.4,7.2,2,0,0,0,94,103,94,5
85,37,229.6,132.3,211.9,9.5,2,0,0,1,123,90,76,8
93,20,187.5,169.8,175.3,12.1,1,0,1,1,110,94,127,4
169,0,57.1,199.7,274.7,6.5,3,0,1,0,98,78,103,6
68,0,162.1,155,189.7,11,5,1,0,0,86,86,87,9
91,0,145,175.8,223.7,16.7,2,1,1,0,89,102,151,3
68,0,159.5,240.8,210.3,11.4,1,0,0,0,123,93,76,3
101,0,190.7,208.6,203.8,8.8,1,0,0,0,72,103,111,8
67,20,230.6,189.1,162.2,9.4,1,0,0,1,40,58,115,2
66,0,34,278.6,129.6,11.5,0,0,0,0,133,61,120,3
116,17,193.4,240.6,248.1,11.4,5,0,0,1,112,131,98,3
158,0,202,163.5,195.4,10.4,1,0,0,0,126,86,84,6
78,0,191.7,241.4,203.5,9.1,1,0,0,0,122,88,86,5
119,26,161.3,250.3,142.4,6.6,1,0,0,1,97,110,92,8
120,0,150.6,119,232.9,6.4,1,0,0,0,85,128,123,2
155,0,184.6,196,226.5,7.8,1,0,0,0,102,117,122,1
106,0,220.7,270.2,121.6,8.7,1,0,0,0,120,95,113,5
87,0,167.3,198.5,133.1,11,1,0,1,0,119,119,88,6
146,32,154,185.5,148.2,8.2,3,0,0,1,80,91,107,4
101,29,121.1,186.4,241.7,10.1,0,0,0,1,116,100,75,6
22,23,182.1,164.6,128.8,12.7,3,0,0,1,94,59,102,4
90,0,109.6,137.6,159.7,11,2,0,0,0,88,108,121,5
41,0,209.9,121.9,253.7,9.6,1,0,0,0,105,105,104,4
69,0,167.5,242.1,101.2,11.4,2,0,0,0,76,92,103,4
33,0,213.9,239.8,148.7,9.8,2,0,0,0,88,119,71,14
112,0,115.8,243.3,184.6,13.1,1,0,0,0,108,111,78,5
108,30,276.6,220.1,177.9,9.8,2,0,0,1,99,113,95,6
136,21,179.4,181.1,320.7,9.5,2,0,0,1,88,97,120,4
128,0,187.3,270.8,206.4,10.1,1,0,0,0,84,95,68,5
27,0,201.2,227.2,145.8,8.4,2,0,0,0,128,100,91,3
161,0,189.6,267.4,184.5,1.3,1,0,1,0,78,117,137,6
33,35,186.8,261,317.8,15,0,0,0,1,124,69,103,5
120,31,153.5,219.1,237.4,11.4,0,0,0,1,83,96,76,4
113,0,187.6,208.2,158.9,8.7,2,0,0,0,97,118,101,6
122,0,230.9,243.2,182.4,11,0,1,1,0,132,99,57,2
148,26,244.9,118,236,15.2,2,0,0,1,150,138,91,4
74,0,230.9,223,157.8,9.7,3,0,0,0,93,78,101,2
106,0,187.1,250.2,144.9,11,1,0,0,0,104,117,81,3
179,0,170.7,191.1,214.6,13.3,1,0,0,0,54,108,107,4
149,28,126.9,166.9,145.2,8.8,5,1,1,1,97,102,77,3
77,0,189.5,207,214.1,9.2,0,0,0,0,112,95,91,7
127,0,176.9,167.9,182.2,7.7,1,1,1,0,110,100,138,2
80,0,161.1,198.8,228.4,10.6,1,0,0,0,99,81,116,4
106,0,169.4,197.2,202.2,10.7,1,0,0,0,107,71,79,4
61,20,254.4,161.7,251.4,10.5,0,0,0,1,133,96,91,4
135,24,127.7,215,234.3,5.8,2,0,1,1,54,105,84,4
115,26,170.5,217.2,225.7,13.6,6,0,0,1,107,77,71,5
167,0,219.1,242.9,168.9,10.1,2,0,1,0,100,90,101,4
107,0,273.5,183.8,153.8,11,2,0,1,0,104,68,67,9
112,0,161.9,200.9,134,10.7,1,0,1,0,138,114,134,4
35,27,241.7,142,288.9,9.4,1,0,0,1,87,101,68,4
103,0,62.8,170.4,280.2,9.4,3,0,1,0,124,66,78,4
107,22,281.1,143.7,239.4,11.2,1,0,0,1,83,130,128,9
69,0,228.2,263.7,142.6,10.7,3,0,0,0,70,80,60,5
85,0,209.8,194.5,200.4,11.3,0,0,0,0,82,94,85,3
24,0,265.6,208.8,182.5,11.1,2,1,0,0,86,102,105,6
90,0,214.9,117.8,133.7,11.8,2,0,0,0,97,117,78,2
