customer_id,age,sub_days,day_since_last_purchase,number_of_orders,twitch_sessions,twitch_hours_streamed,churn
4301,41,254,0,0,127,34,0
4302,63,323,0,0,459,19,0
4303,36,72,0,0,279,45,0
4304,26,272,26,11,376,18,0
4305,19,32,30,13,100,72,0
4306,62,114,67,6,96,67,0
4307,47,268,0,0,354,64,1
4308,22,7,89,9,102,46,0
4309,46,239,0,0,294,11,0
4310,35,216,0,0,494,44,0
4311,40,321,0,0,409,50,0
4312,39,147,45,50,139,71,0
4313,60,297,0,0,332,53,0
4314,47,107,45,43,341,2,0
4315,29,54,7,49,86,42,0
4316,36,46,0,0,488,62,0
4317,59,312,0,0,412,43,0
4318,21,274,0,0,47,62,1
4319,27,55,86,45,246,15,0
4320,41,63,35,15,50,63,0
4321,38,168,88,2,134,58,0
4322,36,213,99,48,259,46,0
4323,58,72,67,34,214,36,0
4324,52,220,69,13,186,15,0
4325,63,235,44,22,2,37,1
4326,29,350,59,32,203,31,0
4327,19,266,100,42,97,5,0
4328,26,72,18,0,373,48,0
4329,56,54,17,0,243,39,0
4330,19,34,19,26,151,40,0
4331,34,42,0,0,460,11,0
4332,30,234,57,0,205,53,0
4333,24,309,18,1,468,36,0
4334,26,99,49,3,63,49,0
4335,64,241,47,9,416,73,0
4336,23,275,0,0,393,21,0
4337,29,54,27,20,449,31,0
4338,61,244,73,20,392,73,0
4339,34,120,53,11,28,19,0
4340,57,67,69,8,290,35,0
4341,61,209,0,0,388,55,0
4342,48,257,0,0,170,23,1
4343,24,175,73,24,6,2,0
4344,23,165,79,50,162,53,1
4345,32,213,0,0,173,80,0
4346,59,198,1,48,244,43,0
4347,30,166,96,0,124,76,0
4348,23,277,77,37,335,37,1
4349,21,127,31,0,222,18,1
4350,24,95,6,49,230,28,0
4351,44,305,65,0,26,43,0
4352,43,88,46,0,100,53,0
4353,23,331,0,0,487,46,0
4354,51,47,67,14,409,37,0
4355,24,139,38,0,229,4,1
4356,50,272,74,0,347,71,0
4357,34,249,0,0,371,64,1
4358,27,106,57,0,466,53,0
4359,30,19,99,5,95,24,0
4360,24,70,20,18,492,63,0
4361,52,2,70,24,268,4,0
4362,29,198,94,24,418,10,1
4363,46,29,49,0,325,0,0
4364,20,56,93,29,14,11,0
4365,25,129,0,0,215,60,0
4366,20,253,37,0,72,59,0
4367,25,224,22,14,392,7,0
4368,41,82,78,22,369,45,0
4369,49,224,0,0,274,32,0
4370,19,18,3,8,418,27,0
4371,29,11,0,0,130,22,0
4372,39,52,11,42,138,12,0
4373,52,104,5,23,142,20,0
4374,30,135,0,0,259,48,0
4375,33,279,19,36,146,2,0
4376,22,176,0,0,289,49,0
4377,61,144,4,49,246,37,0
4378,36,314,0,0,402,23,0
4379,34,28,17,26,12,73,0
4380,29,95,100,0,284,36,0
4381,32,49,60,37,223,8,0
4382,24,27,23,0,33,64,0
4383,37,124,89,0,5,59,0
4384,38,262,87,0,107,73,0
4385,44,73,61,41,386,16,0
4386,57,319,0,0,315,33,0
4387,51,250,0,0,167,10,0
4388,43,14,0,0,36,33,0
4389,44,237,89,15,228,44,0
4390,37,92,49,34,115,1,0
4391,22,274,69,24,107,2,0
4392,22,122,56,29,386,15,1
4393,50,32,76,0,64,1,0
4394,22,187,59,0,189,21,0
4395,54,198,73,27,246,23,1
4396,57,208,32,20,319,44,0
4397,50,32,78,6,25,62,0
4398,19,65,68,17,391,12,1
4399,43,327,91,0,307,53,0
4400,18,93,80,20,389,34,0
4401,35,307,0,0,282,5,0
4402,35,245,0,0,255,79,0
4403,50,197,62,39,472,44,0
4404,48,204,68,26,64,1,0
4405,46,203,68,43,97,72,0
4406,54,344,0,0,39,36,0
4407,40,93,99,34,135,35,0
4408,58,26,62,33,41,43,1
4409,40,138,77,14,371,71,0
4410,37,51,96,0,376,58,0
4411,33,277,37,9,334,21,0
4412,40,356,48,0,297,26,0
4413,25,150,38,0,168,61,0
4414,23,160,82,26,113,33,0
4415,35,81,74,0,155,62,0
4416,27,287,58,9,184,33,0
4417,39,165,16,42,410,47,0
4418,52,63,0,0,497,62,0
4419,45,191,67,40,45,55,0
4420,31,321,81,7,242,53,1
4421,57,237,71,0,215,13,1
4422,19,6,88,0,176,58,0
4423,61,221,0,0,81,34,0
4424,43,16,78,28,200,58,0
4425,44,308,0,0,491,34,0
4426,37,295,42,44,409,16,0
4427,28,305,58,19,20,0,0
4428,48,342,0,0,463,68,0
4429,36,15,21,12,425,76,0
4430,18,192,85,45,160,43,0
4431,22,302,63,40,304,59,0
4432,40,199,0,0,145,32,1
4433,23,50,0,0,46,34,0
4434,61,329,24,5,64,6,0
4435,63,310,84,0,318,39,0
4436,35,5,78,15,138,0,0
4437,20,300,42,23,56,45,1
4438,45,351,82,26,456,15,0
4439,27,71,66,0,343,29,0
4440,61,226,75,8,164,52,0
4441,38,246,41,19,450,2,0
4442,57,327,0,0,20,68,0
4443,61,293,0,0,282,20,1
4444,65,283,41,21,299,67,0
4445,21,298,78,34,432,35,0
4446,50,217,31,36,217,15,0
4447,39,92,45,9,95,79,0
4448,34,22,67,23,441,55,0
4449,55,144,53,20,157,41,0
4450,38,357,30,43,425,10,0
4451,21,213,0,0,193,39,0
4452,42,78,0,0,468,15,0
4453,55,261,49,21,458,58,0
4454,53,256,91,19,181,30,0
4455,25,132,64,16,483,30,0
4456,61,149,40,11,155,50,0
4457,43,350,0,0,395,29,0
4458,30,5,40,48,219,70,0
4459,62,145,45,46,145,34,0
4460,54,217,65,28,342,64,0
4461,27,161,0,0,496,73,0
4462,46,305,99,0,471,14,0
4463,57,234,22,0,242,80,0
4464,28,72,31,37,64,31,0
4465,45,9,0,0,295,71,0
4466,26,182,35,22,226,24,0
4467,52,150,16,47,481,43,1
4468,40,323,78,24,294,76,0
4469,59,175,93,0,361,54,0
4470,59,151,56,10,78,61,0
4471,60,288,30,45,426,31,1
4472,32,77,0,0,108,2,0
4473,57,21,0,0,88,39,0
4474,58,30,0,0,1,75,0
4475,36,42,0,0,294,60,0
4476,25,230,55,25,69,54,0
4477,33,20,42,0,123,63,0
4478,55,104,40,0,295,45,0
4479,43,355,84,0,50,74,0
4480,39,198,90,0,383,6,0
4481,25,135,0,0,38,73,0
4482,53,167,0,0,481,9,1
4483,21,178,98,40,476,74,1
4484,56,53,22,0,414,64,0
4485,52,104,87,25,331,29,0
4486,37,273,83,11,279,26,0
4487,31,266,0,0,311,43,0
4488,41,357,58,22,25,26,0
4489,57,311,45,0,391,9,1
4490,55,265,19,0,26,4,0
4491,27,347,17,21,116,80,0
4492,55,118,0,0,445,40,1
4493,39,196,0,0,13,55,0
4494,44,43,77,5,101,44,0
4495,54,299,63,0,326,32,0
4496,36,317,61,36,167,25,1
4497,26,6,87,0,225,35,0
4498,41,17,5,0,83,69,0
4499,42,231,17,12,472,57,0
4500,37,237,0,0,208,22,0
4501,22,0,0,0,373,12,0
4502,61,296,71,10,130,12,0
4503,43,311,99,0,356,5,0
4504,43,289,92,37,430,77,1
4505,20,92,5,0,371,32,0
4506,36,61,0,0,334,44,0
4507,37,123,74,0,61,22,0
4508,54,309,35,15,482,78,1
4509,57,261,39,30,64,20,0
4510,57,339,4,0,284,71,1
4511,28,351,0,0,153,48,0
4512,31,149,73,0,143,56,0
4513,32,172,97,44,134,37,0
4514,61,25,44,10,159,19,0
4515,37,358,0,0,421,63,0
4516,46,54,0,0,485,42,0
4517,40,327,12,33,175,56,0
4518,33,75,29,0,137,75,0
4519,38,355,22,50,309,29,0
4520,53,216,36,25,486,35,0
4521,30,158,81,13,273,17,0
4522,18,248,0,0,155,67,0
4523,44,206,32,11,282,45,0
4524,42,213,78,30,52,55,0
4525,48,195,44,17,389,61,0
4526,64,205,0,0,338,61,1
4527,41,293,18,39,76,41,0
4528,20,241,96,19,259,73,0
4529,35,145,69,41,238,35,0
4530,59,318,27,10,292,22,0
4531,32,106,27,20,417,18,0
4532,33,234,0,0,35,54,0
4533,44,180,0,0,366,22,0
4534,47,119,72,33,150,16,0
4535,43,188,83,0,424,69,0
4536,49,50,32,27,61,21,0
4537,39,161,78,21,430,63,0
4538,41,82,74,38,359,13,0
4539,20,170,11,0,485,8,1
4540,51,200,7,0,336,72,1
4541,47,12,0,0,124,58,1
4542,52,24,11,0,107,50,1
4543,21,279,42,26,130,19,0
4544,42,113,97,39,314,38,0
4545,36,288,68,24,347,38,0
4546,65,33,37,17,179,0,0
4547,39,283,35,0,303,4,0
4548,18,35,100,38,68,59,0
4549,34,269,15,9,288,38,0
4550,30,272,47,22,128,41,0
4551,54,324,49,5,197,59,0
4552,44,158,56,42,60,62,0
4553,53,101,34,0,257,56,0
4554,27,338,0,0,373,24,0
4555,64,264,54,0,311,37,0
4556,61,284,76,37,379,25,0
4557,48,147,57,30,350,68,1
4558,27,221,53,20,104,51,0
4559,65,132,0,0,441,67,0
4560,29,231,0,0,203,52,0
4561,61,333,66,17,272,64,0
4562,58,320,77,19,407,13,0
4563,34,54,78,0,394,35,0
4564,50,13,81,48,496,58,0
4565,52,159,7,5,172,72,1
4566,53,210,5,6,331,73,1
4567,19,295,0,0,475,39,0
4568,47,179,41,13,211,69,0
4569,48,210,9,0,399,22,0
4570,38,23,0,0,457,75,0
4571,40,66,0,0,62,70,0
4572,63,129,0,0,370,72,0
4573,25,61,18,0,55,45,0
4574,42,183,0,0,74,70,0
4575,18,265,38,0,306,68,0
4576,58,154,38,1,360,46,0
4577,47,81,94,6,260,67,0
4578,45,241,0,0,216,1,0
4579,54,28,88,0,149,34,0
4580,56,319,73,1,461,18,0
4581,39,91,22,41,407,13,0
4582,39,53,20,13,486,5,0
4583,40,217,64,12,315,65,0
4584,38,142,0,0,471,18,0
4585,24,288,68,36,227,24,0
4586,23,98,59,0,276,49,0
4587,61,255,35,0,52,4,0
4588,58,179,0,0,444,46,0
4589,65,1,81,26,391,24,0
4590,65,165,24,36,315,38,0
4591,18,190,45,40,412,72,1
4592,57,5,22,34,431,10,0
4593,42,125,0,0,102,55,0
4594,37,326,88,35,227,68,1
4595,24,200,37,27,233,63,0
4596,33,126,95,30,438,41,0
4597,63,262,0,0,284,43,0
4598,38,365,5,0,182,48,0
4599,29,250,0,0,397,73,0
4600,41,301,65,5,205,35,0
4601,51,73,0,0,45,18,0
4602,57,347,73,11,248,42,0
4603,28,306,25,0,369,50,0
4604,31,52,0,0,127,57,0
4605,19,181,0,0,91,62,0
4606,62,224,22,40,371,16,0
4607,34,42,100,33,262,24,0
4608,34,114,36,0,442,32,0
4609,56,345,0,0,486,20,0
4610,34,354,0,0,133,47,0
4611,62,152,0,0,64,44,0
4612,29,272,18,0,171,75,0
4613,52,105,80,0,299,64,0
4614,39,220,28,0,171,5,0
4615,38,278,13,0,0,7,0
4616,59,184,7,0,486,55,1
4617,23,287,43,34,351,72,0
4618,53,333,0,0,461,15,0
4619,51,231,27,24,172,28,0
4620,52,324,43,6,409,28,0
4621,26,171,0,0,126,46,0
4622,63,352,12,38,66,10,1
4623,36,232,80,25,295,35,0
4624,55,265,0,0,108,22,0
4625,26,75,0,0,96,31,0
4626,65,127,11,0,191,43,0
4627,33,74,100,36,151,22,0
4628,48,141,0,0,402,49,0
4629,26,343,74,50,101,78,0
4630,27,1,21,0,344,1,0
4631,44,52,24,37,241,41,0
4632,34,249,37,0,406,47,0
4633,29,256,78,18,288,70,0
4634,45,124,54,22,323,78,0
4635,54,173,100,8,100,63,0
4636,36,209,21,18,375,34,0
4637,30,1,14,3,189,26,0
4638,39,37,0,0,53,32,0
4639,44,11,0,0,347,29,0
4640,57,193,64,17,347,69,0
4641,65,320,0,0,446,17,0
4642,60,335,0,0,454,5,0
4643,46,284,56,23,384,3,0
4644,51,145,83,0,119,33,0
4645,19,272,69,42,416,68,0
4646,57,35,92,0,222,67,0
4647,41,361,13,0,143,25,0
4648,25,287,0,0,199,40,1
4649,47,106,95,32,267,61,0
4650,18,144,100,50,373,24,0
4651,32,153,28,2,99,10,1
4652,49,305,71,0,395,17,0
4653,27,3,0,0,439,67,0
4654,29,34,13,41,393,24,0
4655,24,56,80,0,149,35,0
4656,65,327,0,0,71,15,1
4657,30,161,0,0,194,27,0
4658,35,57,0,0,105,45,0
4659,46,132,66,39,295,20,0
4660,43,297,24,0,1,79,0
4661,23,30,71,23,368,77,0
4662,62,50,41,9,18,46,0
4663,50,116,60,19,197,47,0
4664,49,76,85,0,222,55,0
4665,21,215,0,0,18,10,0
4666,52,307,41,37,402,52,0
4667,41,13,81,0,20,74,0
4668,34,207,0,0,47,50,0
4669,45,5,26,48,200,20,0
4670,21,76,79,0,302,78,0
4671,54,112,0,0,400,14,1
4672,43,24,12,40,7,61,0
4673,61,277,66,10,46,75,0
4674,61,180,4,0,221,41,0
4675,62,350,84,30,351,33,1
4676,29,124,55,32,213,17,0
4677,32,339,71,34,157,6,1
4678,60,234,76,31,27,22,0
4679,49,316,1,15,224,41,0
4680,63,264,13,0,186,42,0
4681,64,195,0,0,361,57,0
4682,20,273,67,33,69,5,0
4683,41,13,41,23,453,57,1
4684,53,20,18,0,32,60,0
4685,59,271,2,46,212,64,0
4686,37,273,40,0,179,54,0
4687,48,273,60,0,17,9,0
4688,57,356,37,32,225,44,0
4689,61,141,73,2,396,41,0
4690,60,38,30,25,277,57,0
4691,26,290,30,12,65,57,0
4692,40,130,84,42,116,74,0
4693,56,363,0,0,353,77,0
4694,23,24,0,0,88,19,0
4695,43,141,0,0,367,20,0
4696,19,282,65,31,267,73,0
4697,49,156,52,6,269,59,0
4698,47,71,0,0,227,16,0
4699,59,179,8,38,47,2,0
4700,54,197,0,0,365,23,1
4701,24,247,24,0,475,4,0
4702,20,230,82,18,402,13,0
4703,24,62,51,0,475,8,0
4704,64,333,0,0,412,0,0
4705,32,64,43,33,11,14,0
4706,49,336,48,38,129,66,0
4707,41,169,32,48,97,57,1
4708,27,102,88,47,302,76,0
4709,45,286,93,29,293,42,0
4710,42,358,0,0,276,45,0
4711,25,363,59,0,203,38,0
4712,60,133,0,0,390,20,0
4713,62,53,28,0,410,46,0
4714,54,318,35,23,4,58,0
4715,22,102,0,0,370,40,0
4716,58,228,17,0,155,78,0
4717,30,159,56,34,420,57,0
4718,22,6,0,0,258,17,0
4719,22,35,77,0,261,80,0
4720,20,336,78,38,405,51,0
4721,65,25,33,49,69,73,0
4722,62,104,0,0,130,19,0
4723,41,339,72,8,340,15,0
4724,28,235,39,8,124,67,0
4725,49,343,85,40,459,28,0
4726,49,65,28,35,11,42,0
4727,51,50,29,43,128,11,0
4728,63,62,23,38,255,41,0
4729,55,48,72,26,345,51,0
4730,48,342,0,0,322,65,0
4731,45,170,78,46,165,63,0
4732,39,126,0,0,417,53,0
4733,43,55,41,17,442,53,0
4734,37,216,80,50,297,3,0
4735,62,319,29,0,441,40,0
4736,41,133,25,0,190,56,0
4737,61,59,71,49,270,22,0
4738,57,61,34,49,94,43,0
4739,57,308,0,0,495,75,0
4740,62,215,45,50,412,72,1
4741,25,345,0,0,368,1,1
4742,18,190,30,0,144,51,0
4743,32,119,37,0,381,44,0
4744,35,4,70,30,434,79,0
4745,45,337,87,0,490,50,0
4746,44,240,0,0,118,1,0
4747,32,81,84,6,135,24,0
4748,34,213,66,0,220,68,0
4749,26,170,0,0,225,4,0
4750,32,277,63,27,399,60,0
4751,60,293,0,0,480,55,0
4752,50,50,0,0,169,19,0
4753,37,259,73,49,65,44,0
4754,45,360,0,0,370,54,0
4755,64,81,4,0,495,68,1
4756,61,332,1,28,178,64,0
4757,53,128,98,22,184,23,0
4758,63,103,55,20,331,9,0
4759,52,38,37,40,403,26,1
4760,58,141,64,49,458,21,0
4761,52,110,96,31,451,22,0
4762,56,283,43,13,497,23,0
4763,29,348,0,0,438,38,0
4764,44,33,95,37,170,8,1
4765,27,137,72,24,485,55,0
4766,45,18,0,0,447,5,0
4767,18,15,11,20,376,63,0
4768,51,260,47,27,457,49,0
4769,47,144,0,0,80,70,0
4770,64,166,59,11,96,42,0
4771,64,118,6,9,5,77,0
4772,57,142,69,0,266,39,0
4773,31,119,45,0,104,34,0
4774,56,66,34,23,83,2,1
4775,39,86,44,0,95,8,0
4776,25,105,26,44,46,12,0
4777,63,206,64,13,445,27,1
4778,20,73,53,0,257,31,0
4779,22,262,82,40,470,64,0
4780,41,141,31,17,153,10,0
4781,59,332,27,38,71,27,0
4782,38,294,59,39,312,54,0
4783,20,27,0,0,106,26,0
4784,51,1,30,0,416,75,0
4785,23,320,4,25,193,53,0
4786,25,111,90,20,124,23,0
4787,42,334,0,0,249,30,1
4788,49,323,0,0,253,75,0
4789,40,82,1,47,308,7,0
4790,59,245,0,0,238,14,1
4791,56,162,71,0,196,21,0
4792,49,315,43,13,436,28,0
4793,35,97,0,0,356,23,1
4794,54,37,1,27,94,45,0
4795,55,99,17,0,342,24,0
4796,31,311,22,19,193,56,0
4797,20,212,0,0,455,68,0
4798,47,81,83,39,358,10,0
4799,64,149,50,0,97,75,0
4800,48,342,29,34,455,68,0
4801,53,263,0,0,202,34,0
4802,32,280,55,0,209,56,0
4803,32,58,79,37,270,28,1
4804,26,149,84,0,91,30,0
4805,21,39,57,30,482,31,0
4806,56,146,86,36,253,31,1
4807,43,336,78,9,131,47,0
4808,21,63,18,44,346,64,0
4809,29,75,0,0,361,57,1
4810,29,324,71,24,302,53,0
4811,38,117,49,14,394,14,0
4812,25,287,94,11,33,79,0
4813,41,121,0,0,213,68,0
4814,58,304,0,0,31,70,0
4815,31,184,55,36,430,48,0
4816,34,105,58,49,171,4,0
4817,56,339,25,18,235,53,0
4818,51,310,47,37,182,19,0
4819,25,73,0,0,327,14,0
4820,42,159,93,0,384,60,0
4821,64,114,65,0,384,21,0
4822,24,180,81,30,314,31,0
4823,59,64,81,43,258,35,0
4824,51,352,14,2,170,50,0
4825,42,156,43,18,11,4,0
4826,18,320,56,22,341,36,0
4827,39,358,52,38,368,64,0
4828,53,63,77,43,293,68,0
4829,34,328,87,22,331,3,0
4830,58,37,23,0,335,47,1
4831,34,211,68,30,300,29,0
4832,55,157,50,32,222,61,0
4833,18,235,0,0,49,24,0
4834,45,111,76,0,376,28,0
4835,42,249,0,0,66,16,0
4836,49,265,96,10,17,45,0
4837,45,293,8,0,156,48,0
4838,62,90,70,29,280,36,0
4839,38,156,96,22,249,35,0
4840,32,14,34,35,306,71,0
4841,21,107,74,1,252,26,0
4842,62,146,0,0,166,78,0
4843,53,31,33,33,234,70,0
4844,55,100,83,41,81,48,0
4845,60,115,57,31,321,38,0
4846,24,263,38,30,385,39,0
4847,58,42,64,0,94,55,0
4848,27,152,11,40,356,52,0
4849,45,174,34,18,404,26,0
4850,40,225,44,9,229,1,0
4851,65,22,49,0,317,3,0
4852,40,18,0,0,459,42,0
4853,35,247,94,16,9,17,0
4854,22,158,43,0,263,13,0
4855,22,358,77,38,136,3,0
4856,47,148,83,0,276,13,1
4857,50,162,21,29,287,40,0
4858,65,360,0,0,2,4,0
4859,59,218,77,17,105,28,0
4860,34,314,48,16,234,2,0
4861,37,52,86,9,203,11,0
4862,53,330,0,0,245,69,0
4863,34,225,0,0,102,18,0
4864,62,1,61,0,38,14,0
4865,43,100,95,38,486,75,0
4866,33,264,9,0,175,5,0
4867,61,11,13,49,439,20,1
4868,22,343,91,0,46,58,1
4869,36,261,59,23,355,57,0
4870,45,297,14,28,315,13,0
4871,24,195,82,0,459,13,0
4872,59,185,56,19,484,37,0
4873,44,351,76,25,375,54,0
4874,62,221,18,0,325,76,0
4875,21,315,28,4,2,5,1
4876,34,346,48,18,264,58,0
4877,28,318,81,24,436,71,0
4878,61,50,34,46,315,62,1
4879,32,72,74,0,433,64,0
4880,21,44,73,35,26,61,0
4881,20,3,0,0,91,58,1
4882,61,223,90,28,84,66,0
4883,39,24,0,0,268,13,0
4884,34,64,21,25,173,19,0
4885,25,220,0,0,486,34,0
4886,23,196,0,0,116,5,0
4887,54,184,0,0,163,32,0
4888,45,181,92,37,328,78,0
4889,47,334,24,22,466,7,1
4890,37,283,89,0,171,49,0
4891,19,188,78,22,122,11,0
4892,42,196,7,21,291,40,0
4893,30,130,0,0,453,74,0
4894,35,187,53,15,203,9,0
4895,59,66,36,31,42,24,1
4896,63,71,0,0,352,43,1
4897,51,260,67,0,454,46,0
4898,21,313,38,39,497,39,0
4899,23,343,10,4,24,43,0
4900,38,135,62,23,398,31,0
4901,50,357,83,21,174,26,0
4902,41,90,0,0,400,70,0
4903,57,275,0,0,268,36,0
4904,23,272,39,0,16,58,0
4905,47,311,50,34,172,78,0
4906,19,242,12,0,433,62,0
4907,53,151,41,28,205,57,0
4908,24,312,19,0,65,49,0
4909,23,295,0,0,261,37,0
4910,53,135,67,6,477,55,0
4911,19,248,37,0,403,32,0
4912,32,239,99,9,83,23,0
4913,27,97,100,25,85,69,0
4914,21,84,19,49,397,19,0
4915,48,302,0,0,151,11,0
4916,58,268,83,5,231,15,0
4917,55,239,10,7,405,53,0
4918,28,221,22,8,473,49,0
4919,24,316,6,0,268,24,1
4920,61,205,0,0,387,62,0
4921,50,145,16,19,48,42,0
4922,39,240,40,35,68,0,0
4923,48,41,95,0,317,3,0
4924,46,206,6,18,104,1,0
4925,27,328,0,0,496,33,0
4926,56,141,1,13,439,57,1
4927,32,280,0,0,273,7,1
4928,64,38,6,16,213,5,0
4929,45,351,29,45,254,11,0
4930,33,170,92,18,95,13,0
4931,30,351,0,0,302,55,0
4932,32,84,32,0,114,14,0
4933,40,78,47,22,25,77,0
4934,34,234,0,0,40,40,0
4935,36,281,81,38,13,42,0
4936,64,343,35,0,418,41,0
4937,40,220,0,0,88,10,1
4938,27,285,28,46,384,67,0
4939,35,171,30,14,376,74,1
4940,55,165,83,0,345,2,0
4941,54,178,83,0,173,59,0
4942,59,141,3,0,407,31,1
4943,37,32,60,28,495,32,0
4944,20,239,12,8,82,5,0
4945,46,180,8,50,285,52,1
4946,64,314,95,0,4,80,0
4947,64,38,10,0,485,66,0
4948,61,323,47,36,210,34,0
4949,36,202,59,17,232,72,0
4950,37,62,18,44,41,78,0
4951,35,313,71,0,255,75,0
4952,33,322,18,0,142,50,0
4953,47,242,0,0,72,40,0
4954,32,248,0,0,331,9,1
4955,31,359,80,15,85,63,0
4956,51,306,12,19,335,10,1
4957,29,195,97,1,14,8,0
4958,41,63,62,1,444,5,0
4959,41,54,34,0,80,75,0
4960,58,298,25,0,475,64,0
4961,43,36,0,0,63,66,0
4962,53,354,59,0,104,75,0
4963,20,71,27,30,479,17,0
4964,35,358,44,0,28,54,0
4965,43,34,30,31,473,39,0
4966,22,198,0,0,175,32,0
4967,55,82,0,0,7,51,0
4968,43,25,68,11,138,2,0
4969,45,260,11,0,136,76,0
4970,34,60,28,22,377,22,0
4971,44,171,2,24,478,2,0
4972,44,96,0,0,471,8,0
4973,31,321,21,48,488,74,0
4974,35,6,2,47,344,43,0
4975,55,180,36,48,105,66,0
4976,38,128,0,0,382,19,0
4977,54,182,82,40,43,47,0
4978,37,287,0,0,295,76,0
4979,49,217,98,0,116,51,0
4980,49,176,0,0,395,14,1
4981,30,261,39,35,253,22,1
4982,48,164,75,11,457,13,0
4983,52,169,74,38,148,15,0
4984,41,361,55,14,399,61,0
4985,48,202,0,0,434,43,0
4986,24,114,39,15,399,16,0
4987,27,207,72,4,317,68,0
4988,30,190,51,0,106,69,0
4989,60,278,80,31,237,24,0
4990,59,71,0,0,145,77,0
4991,42,331,76,0,185,36,0
4992,50,160,0,0,49,66,0
4993,37,117,79,0,279,47,1
4994,39,50,61,0,241,58,0
4995,25,130,5,46,140,42,0
4996,34,342,85,0,90,11,0
4997,61,227,82,39,222,16,0
4998,60,10,0,0,438,4,1
4999,55,288,70,0,359,45,1
5000,37,341,78,2,475,41,0
5001,30,247,14,0,424,67,0
5002,60,145,0,0,207,62,1
5003,22,96,0,0,490,75,0
5004,58,365,76,39,448,73,0
5005,60,314,0,0,434,55,0
5006,18,193,55,15,317,4,0
5007,57,65,13,44,372,75,1
5008,55,67,23,0,196,66,0
5009,21,185,67,20,201,33,0
5010,32,111,0,0,44,7,0
5011,65,166,90,23,306,28,0
5012,32,112,0,0,200,80,1
5013,46,268,8,22,3,1,0
5014,40,63,0,0,166,60,1
5015,59,264,23,0,328,51,0
5016,40,209,40,0,3,34,0
5017,41,60,15,2,418,44,0
5018,34,175,73,0,206,55,0
5019,38,165,76,13,405,52,0
5020,18,165,0,0,304,74,0
5021,46,143,6,31,236,40,0
5022,61,145,5,40,62,5,0
5023,24,160,10,31,233,13,1
5024,61,36,0,0,257,2,0
5025,57,160,0,0,153,79,0
5026,56,300,29,0,30,53,0
5027,42,152,54,32,366,51,0
5028,44,353,43,14,228,25,0
5029,60,171,99,44,278,0,0
5030,31,219,11,0,95,58,1
5031,56,55,0,0,399,74,0
5032,31,247,0,0,193,60,1
5033,33,256,81,17,334,60,0
5034,56,91,41,22,475,59,0
5035,42,262,43,24,126,40,0
5036,48,163,55,20,49,39,0
5037,58,7,99,0,59,50,0
5038,41,45,97,0,217,63,0
5039,22,120,0,0,278,32,0
5040,32,210,0,0,323,56,0
5041,63,162,34,1,433,56,0
5042,45,247,14,0,314,20,0
5043,20,256,26,17,99,21,0
5044,32,37,41,38,112,41,0
5045,35,41,21,4,100,38,0
5046,19,105,97,30,165,18,0
5047,41,216,69,24,2,55,0
5048,29,97,14,31,221,59,1
5049,40,321,20,35,9,69,1
5050,24,313,70,9,82,5,0
5051,60,127,22,28,95,8,1
5052,61,151,0,0,397,1,0
5053,19,297,18,0,415,41,1
5054,31,303,35,20,230,56,0
5055,50,299,42,14,404,7,1
5056,49,305,73,30,384,75,0
5057,56,118,0,0,254,5,0
5058,31,265,12,24,185,62,0
5059,58,38,100,0,309,9,0
5060,31,338,46,0,444,40,0
5061,39,296,0,0,421,62,0
5062,39,292,60,0,333,58,0
5063,27,203,42,0,176,47,0
5064,39,174,95,42,155,12,0
5065,25,205,99,50,420,44,0
5066,47,350,76,0,27,63,1
5067,52,24,100,5,413,64,0
5068,41,29,79,33,155,0,0
5069,48,169,75,7,242,52,0
5070,56,24,0,0,1,52,0
5071,26,275,78,24,207,60,0
5072,24,268,96,0,289,41,0
5073,50,174,96,0,69,16,0
5074,53,33,25,12,238,15,0
5075,60,258,62,0,331,62,0
5076,55,213,68,34,236,59,0
5077,25,117,69,26,56,35,0
5078,63,152,6,19,193,7,0
5079,26,235,76,42,441,76,0
5080,37,22,77,35,306,33,0
5081,63,306,0,0,165,18,0
5082,44,311,93,0,140,32,0
5083,23,41,38,39,50,41,0
5084,26,286,0,0,36,68,0
5085,37,246,0,0,124,22,0
5086,37,217,53,21,153,59,0
5087,27,102,17,35,146,35,0
5088,18,73,6,26,392,53,0
5089,54,318,0,0,141,73,0
5090,55,3,87,45,300,68,0
5091,64,206,0,0,158,67,0
5092,46,73,82,47,390,32,0
5093,21,33,68,41,259,33,0
5094,65,282,84,0,247,4,0
5095,38,301,25,27,378,12,1
5096,53,112,11,7,156,20,0
5097,43,333,37,25,302,18,0
5098,23,281,0,0,188,38,0
5099,38,90,0,0,477,78,0
5100,41,117,62,34,383,52,0
5101,21,222,0,0,422,59,0
5102,56,245,0,0,381,68,0
5103,25,194,0,0,231,42,0
5104,28,98,27,40,313,36,0
5105,36,257,0,0,127,61,0
5106,44,139,0,0,171,45,0
5107,19,12,68,0,299,45,0
5108,63,178,30,50,333,75,0
5109,23,62,65,13,243,12,1
5110,37,170,57,23,238,72,0
5111,33,230,29,13,452,75,1
5112,28,337,0,0,495,14,0
5113,45,117,2,39,40,47,0
5114,65,192,0,0,135,52,0
5115,44,211,0,0,140,75,0
5116,21,278,71,19,482,30,0
5117,51,228,38,0,214,56,0
5118,37,64,11,49,27,4,0
5119,55,344,0,0,411,66,0
5120,39,327,69,43,82,69,0
