prime_days,loot_collected,day_stream_hr,evennig_stream_hr,night_stream_hr,bits_donated,cs_contacts,churn,prime_student,used_sub,day_sessions,evennig_sessions,night_sessions,follows
15,0,25.2,47.7,57.02,11,3,0,0,0,10,8,10,3
4.3,0,33.68,48.76,42.94,12,1,0,0,0,13,9,11,1
3.5,0,21.12,51.64,42.62,9,0,0,0,0,13,13,8,2
9.8,0,41.3,35.24,46.56,13,5,0,0,0,10,16,12,3
11.2,0,43.42,41.04,37.14,10,2,0,0,0,8,10,10,2
1.6,0,45.92,41.14,33.24,11,0,1,0,0,8,11,10,1
9.8,3,55.66,18.68,21.52,10,0,0,0,1,9,15,5,3
8.4,0,27.72,39.8,40.82,8,0,0,0,0,11,10,14,2
9.4,0,46.88,55.86,46.84,2,1,1,0,0,11,11,13,1
8.4,0,36.3,26.14,37.3,9,1,0,0,0,13,12,12,2
6.6,0,33.46,46,38.34,11,1,1,0,0,10,7,12,3
9.8,4,24.2,43.78,45.34,12,1,0,0,1,11,10,11,1
7.4,0,44.22,22.16,48.02,11,0,0,0,0,13,10,12,2
9.6,3,29.16,38.44,33.02,10,1,0,0,1,11,9,10,1
11.9,0,44.56,32.64,32.12,12,1,0,0,0,13,11,12,3
7.3,0,36.68,48.4,40.28,8,4,0,0,0,8,12,10,2
9.2,0,52.86,32.18,39.72,10,0,0,1,0,10,12,8,3
2.1,0,29.2,21.94,49.48,7,0,0,0,0,8,8,11,4
12.2,0,31.42,36.98,39.44,9,4,1,0,0,14,13,6,3
13.3,0,25.46,50.26,27,11,1,0,1,0,11,9,9,2
14.5,0,37.58,39.4,33.4,5,2,0,0,0,11,12,11,2
2.5,0,35.76,28.24,40.6,9,2,0,0,0,9,8,10,3
6.4,0,19.44,37.24,37.8,11,2,0,0,0,8,9,10,3
8.5,0,51.96,48.46,33.76,6,0,0,0,0,9,12,8,1
12.6,0,51.3,39.9,37.66,7,3,0,0,0,12,9,13,3
7.6,0,33.9,24.8,43.88,10,0,0,0,0,8,9,10,2
11.3,0,47.94,56.58,47.68,9,2,1,0,0,5,11,9,2
22.4,0,34.3,32,42.48,5,1,1,1,0,10,11,11,1
11.7,0,47.98,34.96,41.9,10,0,0,0,0,9,11,10,1
12.8,4,28.46,38.96,47.86,16,1,0,0,1,8,8,9,3
11.5,0,36.82,65.4,42.5,8,2,0,0,0,10,8,11,3
14.1,3,41.38,52.88,34.36,10,2,0,0,1,13,13,13,6
5.1,0,51.98,35.24,15.44,16,1,0,0,0,12,10,12,1
10,0,40.76,56.62,39.46,13,0,0,0,0,13,8,9,2
9.6,5,49.76,28.06,52.72,11,3,0,0,1,13,8,11,1
11.2,2,44.32,26.04,40,12,1,0,0,1,11,13,11,2
12.9,0,38.58,37.1,41.04,11,1,0,1,0,14,11,13,2
16.3,0,24.48,22.68,36.04,13,1,0,0,0,13,11,10,4
6.7,4,20.98,43.26,43.48,10,1,0,0,1,7,10,13,5
14,0,34.64,39.36,41.86,12,3,0,0,0,10,11,13,3
4.9,0,23.88,54.66,42.88,13,2,0,0,0,7,10,16,4
4.6,0,50.06,52.12,39,14,2,1,0,0,10,9,11,1
14.8,0,35.66,56.52,36.2,12,1,0,0,0,10,11,10,2
11.2,0,48.68,36.42,51.84,13,1,0,0,0,8,10,10,1
7.8,0,31,35.06,31.12,12,2,0,0,0,11,11,13,3
6.1,4,57.74,40.76,40.64,9,0,0,0,1,11,11,5,2
5.8,3,48.08,23.78,32.84,12,1,0,0,1,8,10,11,2
15.5,0,38.06,60.26,42.92,8,1,0,0,0,13,10,14,2
10,0,55.6,35.34,43.9,9,0,1,0,0,8,8,13,2
11.3,0,31,66.12,37.88,14,1,0,0,0,10,11,13,2
8.1,0,30.7,39.52,39.7,7,2,0,0,0,10,11,9,1
13.5,3,54.68,30.8,49.16,13,1,0,0,1,15,10,12,3
9.9,0,31.06,53.14,29.14,13,0,0,0,0,10,10,7,2
5.9,3,26.62,44.24,26.32,7,1,0,0,1,12,9,11,2
13.5,0,49.36,37.56,30.9,13,1,0,0,0,13,13,11,3
8.5,0,33.08,39.2,69.84,10,2,0,1,0,11,13,11,4
7,0,11.9,51.44,41.66,12,0,0,0,0,11,11,9,3
8.8,0,27.66,47.2,35.82,10,3,0,0,0,12,14,11,2
5.5,0,57.34,26.88,38.58,7,2,0,0,0,10,13,13,3
7.5,0,23.46,40.22,21.58,13,1,0,0,0,12,7,9,2
7.9,3,52.86,40.56,34.68,7,4,0,0,1,8,12,10,2
8.5,0,25.58,54.24,40.44,13,0,0,0,0,11,13,8,3
8.6,3,45.1,49.26,49.14,10,0,0,0,1,11,11,9,1
9.1,0,29.8,49.06,52,9,0,0,0,0,12,11,10,2
14.9,2,39.78,54.8,38.14,15,1,0,0,1,8,9,8,5
9.7,0,51.28,54.78,44.54,12,1,1,0,0,13,10,11,1
8.8,0,52.96,49.08,32.1,15,1,1,0,0,13,12,12,1
6,0,19.64,36.1,44.72,10,2,0,0,0,9,7,7,1
5.4,0,31.96,52.8,23.14,10,2,0,0,0,10,7,7,4
1.1,3,38.12,44.02,36.06,6,3,0,0,1,9,13,8,2
10.9,0,36.8,24.08,30.74,11,0,0,0,0,12,12,9,2
9,0,52.36,44.12,27.32,10,1,0,0,0,13,11,10,3
11.5,0,29.58,45.68,59.94,10,3,0,0,0,11,12,9,5
14.4,2,21.28,21.62,41.68,11,1,0,0,1,11,12,12,3
9.1,0,26.74,39.06,56.1,6,0,0,0,0,8,9,9,1
10.5,3,38.7,44.04,54.48,9,0,0,0,1,9,9,12,3
7.1,0,35.64,33.56,36.42,14,3,1,1,0,12,10,12,2
13.2,4,45.24,36.32,51.76,11,3,1,0,1,11,13,11,3
11.2,0,34.08,40.04,51.66,12,1,0,0,0,11,8,10,2
8.6,4,14.18,33.34,48.98,12,3,0,0,1,17,13,11,3
4.1,4,38.88,50.98,32.04,18,2,0,0,1,7,11,12,5
4.4,0,48.06,32.92,48.14,11,1,0,0,0,15,9,11,1
7.8,0,15,49.74,35.2,10,3,0,0,0,12,9,9,3
14.9,0,13.82,27.26,36.34,7,1,0,0,0,12,10,6,2
7.2,4,19.32,63.08,32.66,7,4,1,0,1,6,10,12,2
13.9,2,42.92,47.02,32.56,15,0,0,0,1,11,14,14,6
7.4,0,29.7,29.3,57.84,10,3,0,0,0,12,5,9,3
5,0,51.62,32.28,45.02,12,1,0,0,0,11,11,11,3
14.1,3,29.94,32.5,44.06,8,3,0,0,1,12,12,12,1
14,0,29.96,32.88,58.94,9,1,0,0,0,14,10,13,1
9.9,0,38.08,31.62,54.3,12,2,0,0,0,11,11,10,2
16.6,0,36.28,50.76,22.46,12,1,0,0,0,11,6,10,3
12.4,0,30.22,37.48,51.08,6,1,0,0,0,13,11,10,2
7.4,0,31.14,34.74,51.48,9,0,0,0,0,12,7,10,2
11.7,0,29.98,51.22,42.54,14,2,0,0,0,10,11,10,7
8.5,0,44.46,46.3,44.7,11,3,0,0,0,14,11,8,1
3.6,2,29.88,26.36,26.54,7,0,0,0,1,12,12,9,1
10.2,0,46.76,44.32,29.38,13,0,0,1,0,11,14,11,2
7.6,0,40.84,58.52,48.86,11,0,0,0,0,10,14,11,1
16.5,0,48.58,41.96,45.68,0,1,0,0,0,13,7,13,0
13,0,30.08,46.1,37.26,13,1,0,0,0,12,10,8,2
7.8,0,41.78,50.48,56.04,13,0,0,0,0,12,14,12,4
5.5,0,38.38,51.22,40.74,15,1,1,1,0,10,11,11,3
9.2,0,26.14,52.12,48.84,10,2,1,1,0,12,13,10,1
12.9,4,23.92,55.74,52.68,6,2,0,0,1,11,9,18,1
1.8,0,54.72,22.92,50.12,9,1,0,0,0,10,12,12,2
16.1,0,31.22,36.06,35.92,12,2,0,1,0,12,7,12,5
9.3,4,35.74,35.72,25.36,8,2,0,0,1,14,11,9,2
14.4,0,35.5,57.48,36.1,12,2,0,0,0,10,8,12,2
7.5,0,42.26,21.12,35.18,10,4,1,1,0,7,12,7,2
9.5,0,35.04,48.88,15.16,8,1,0,0,0,10,11,10,1
12.6,3,22.86,38.06,48.08,13,3,0,0,1,11,11,12,4
12.4,3,50.28,45.02,50.38,8,1,0,0,1,11,9,13,3
9.3,0,43.38,41.48,44.34,18,1,1,1,0,7,12,11,3
10.9,3,43.44,29.1,56.14,10,0,0,1,1,14,12,8,2
8,0,41.26,30.98,52.72,13,0,0,0,0,10,10,9,6
4.1,0,31.86,25.18,52.38,12,1,0,0,0,7,8,8,3
13.6,4,28.62,47.32,45.56,12,2,0,0,1,9,7,12,3
9.2,0,30.8,65.96,57.6,6,3,1,0,0,13,9,12,1
14.3,3,37.32,44.4,46.98,12,1,0,0,1,7,12,14,3
11.8,3,34.16,39.9,33.94,10,5,1,0,1,12,13,10,3
19.3,2,24.8,40.58,41.02,13,1,0,0,1,11,9,13,2
7.3,0,39.66,55.86,29.24,15,3,0,0,0,10,11,9,4
6.2,0,34.56,40.96,48.16,10,2,0,0,0,11,10,9,4
3,3,43.48,42.76,45.44,7,0,0,0,1,8,9,11,2
6,3,53.18,43.16,21.62,14,0,1,1,1,12,10,9,6
14.8,2,18.72,38.76,28.98,18,1,0,0,1,14,8,9,3
9.6,0,19.64,61.44,36.5,8,2,0,0,0,10,9,12,1
5.2,0,42.94,31.72,24.68,10,2,0,0,0,7,14,12,2
8.7,0,33.64,44.94,33.9,13,1,0,0,0,10,10,10,2
4.1,0,40.58,30.76,22.7,9,3,0,0,0,10,11,10,2
11.2,0,52.28,30.9,26.18,12,1,0,0,0,11,11,9,1
8.8,0,14.66,32.28,47.92,9,4,1,0,0,9,9,8,2
12.2,3,50.74,45.84,38.1,10,7,0,0,1,9,11,13,3
6.1,0,9,30.26,30.58,10,2,0,0,0,11,8,10,3
8.7,0,46.26,34.34,13.54,13,1,0,0,0,11,11,14,3
17.6,0,9.48,33.56,32.62,11,2,0,0,0,13,9,11,4
3,0,45.48,36.5,38.34,13,0,0,0,0,9,10,14,2
9.5,3,8.18,26.68,52.84,12,0,0,0,1,13,9,10,4
4.6,0,24.96,31.46,39.86,9,2,0,0,0,14,15,8,2
10,0,13.7,67.42,41.04,13,0,0,1,0,11,12,10,5
4.7,4,32.7,40.62,46.4,8,2,0,0,1,8,11,9,2
7.7,0,32.6,43.82,46.68,7,2,0,0,0,12,9,7,2
9.8,4,42.74,50.6,41.54,11,2,0,0,1,7,11,8,3
12.5,4,40.26,8.44,25.14,6,1,0,0,1,12,8,11,2
6.7,0,62.08,13.3,49.3,10,4,0,0,0,10,13,10,5
19.4,0,9.68,56.22,43.7,19,1,0,0,0,11,14,9,1
12.8,4,34.24,29.14,39.36,14,1,0,0,1,9,11,10,3
19,3,33.3,36.6,24.2,9,0,0,0,1,10,10,11,2
16.5,0,43.32,38.16,44.94,13,0,0,0,0,13,11,13,4
5.9,0,21.56,43.32,43.5,10,2,0,0,0,12,13,10,2
4.7,3,28.26,33.6,22.7,8,1,0,0,1,10,11,9,1
15,3,41.98,31.6,28.38,7,0,0,0,1,8,6,12,1
15.2,2,47.5,50.68,53.04,15,9,1,1,1,12,10,8,2
2.6,0,46.9,43.3,38.32,4,3,0,0,0,11,13,10,3
7.9,4,20.62,48.6,15.28,13,3,0,0,1,9,14,10,4
9.5,3,25.9,49.78,53.6,12,1,0,0,1,11,9,12,2
6.9,0,55.96,49.74,34.2,9,2,1,1,0,9,10,12,5
9.5,5,27.36,40.16,26.74,11,5,1,1,1,10,7,7,5
3.1,4,20.02,49.26,51,6,0,0,0,1,6,10,14,2
12.1,4,47.42,41.12,39.34,11,4,0,0,1,7,12,9,3
11.1,0,34.56,36.62,31.76,8,4,1,0,0,6,11,11,2
15.7,0,44.9,40.14,23.32,12,2,0,0,0,12,10,12,1
4.4,0,57.62,51.6,38.48,11,3,1,0,0,12,10,9,2
6.1,0,15.64,39.18,21.6,11,2,0,1,0,11,15,10,3
6.5,0,29.74,51.8,29.9,13,2,0,0,0,8,10,11,3
7.4,3,38.92,23.98,35.1,14,2,0,0,1,9,11,8,1
12.3,0,31.9,60.76,45.38,12,0,0,0,0,8,10,12,2
5.8,2,38.9,42.74,47.32,10,1,0,0,1,11,9,10,1
7.4,0,34.82,50.22,51.52,9,2,1,0,0,10,10,13,3
12.5,0,26.36,27.34,61.64,8,2,0,0,0,10,10,12,3
8,0,32.12,47.4,49.02,11,1,0,0,0,11,11,9,1
5.3,2,29.36,62,35.74,8,0,0,0,1,11,9,13,4
9.9,3,40.14,52.84,34.54,10,1,0,0,1,9,12,11,3
9.9,0,29.12,19.66,46.16,11,1,0,0,0,11,11,9,3
6.6,3,45.88,51.48,46.3,8,2,0,0,1,11,9,12,1
9.7,0,42.2,37.8,24.6,5,3,0,0,0,8,10,11,2
7.5,4,24.3,54.28,49.74,12,2,0,0,1,10,11,10,3
8.5,0,43.2,37.64,29.42,4,2,0,1,0,8,12,10,4
10.8,0,58.6,32.12,28.78,10,2,0,0,0,9,11,9,3
13.3,4,44.22,52.98,33.78,16,2,1,1,1,14,10,11,2
5.1,0,36.3,39.38,37.44,11,1,0,0,0,11,9,12,1
18.6,3,14.86,35.46,59.26,15,2,0,0,1,11,12,9,2
4.4,0,12.46,55,27.74,11,1,0,1,0,10,9,11,2
6.4,4,45.72,49.7,33.42,9,3,0,0,1,9,11,13,1
4.4,0,45.62,55.3,55.96,10,2,1,0,0,13,8,8,3
11.4,4,61.98,40.06,36.7,15,1,0,0,1,9,9,11,1
9.2,0,40.38,45.36,43.5,14,3,0,0,0,8,12,8,3
11,0,29.96,36,28,12,2,0,0,0,12,10,12,2
9,3,36.76,45.94,28.82,8,1,0,0,1,8,10,13,2
7.2,3,37.34,67,37.44,17,1,0,0,1,11,9,12,2
11.3,0,41.88,69.46,49.2,8,1,1,0,0,16,12,12,1
17.1,3,44.64,36.64,30.16,11,3,0,0,1,8,12,9,2
10.4,0,32.84,31.08,33.78,11,1,0,0,0,11,9,12,4
16.5,0,30.1,38.62,62.32,11,1,0,0,0,8,10,10,1
10.4,0,46.84,58.62,36.78,10,0,1,0,0,13,10,8,3
11,0,11.06,32.94,40.14,11,1,0,0,0,11,13,11,3
9,0,44.36,40.76,43.16,9,1,0,1,0,10,14,16,2
11.4,0,33.92,11.78,35.86,8,1,0,0,0,9,9,13,4
10.1,0,17.94,52.02,34.02,14,5,1,0,0,12,8,10,6
11.7,2,16.04,43.8,24.52,9,1,0,0,1,9,11,11,1
10.9,0,43.78,59.98,31.72,12,2,0,0,0,11,9,11,2
8.2,0,25.14,41.52,36.62,13,1,0,0,0,10,14,11,1
9.2,0,35.26,18.68,41.44,10,2,0,0,0,9,13,11,1
8.2,3,41.44,50.82,33.86,10,2,0,0,1,12,14,10,3
9,0,41.14,32.38,53.94,13,2,0,0,0,14,9,11,3
8.7,3,30.28,30.48,50.02,0,1,0,0,1,10,10,11,0
12.4,0,31.5,26.14,38.68,10,3,0,0,0,7,8,10,2
3.9,0,32.08,20.52,47.06,10,2,0,0,0,7,11,11,3
8.4,0,31.8,33.58,33.52,13,1,0,0,0,8,13,11,3
7.5,5,42.82,40.18,49.36,10,0,0,0,1,7,12,13,3
10.2,0,20.52,49.2,34.1,10,2,0,0,0,9,8,14,2
6.2,0,31.94,39.5,24.32,14,0,1,1,0,9,8,11,3
14.3,0,40.56,33.16,28.78,5,1,0,0,0,11,11,8,2
5.3,0,11.5,53.1,48.86,12,3,0,0,0,10,14,13,3
3,0,33.98,45.04,33.94,12,1,0,0,0,15,12,10,4
11.2,0,67.1,42.5,53,13,2,1,0,0,8,11,14,4
12.9,0,27.9,57.86,25.88,14,0,0,0,0,12,11,10,4
6.3,3,28.46,23.74,48.02,7,1,0,0,1,11,6,10,4
2.8,0,37.56,49.72,41.76,11,0,0,0,0,10,9,13,3
11.1,0,29.24,52.3,32.64,9,3,0,0,0,6,9,12,2
9.1,0,46.36,30.12,53.84,12,3,0,0,0,12,11,13,4
9,0,38.74,30.84,59.8,13,1,0,0,0,9,8,6,2
15.1,0,31.28,46.68,39.14,8,4,0,0,0,11,12,15,3
10.5,3,44.14,43.54,38.1,14,1,1,1,1,9,11,10,3
4.1,4,47.96,44.38,37.82,8,2,0,0,1,11,12,10,1
4.8,5,34.4,40.04,46.62,8,1,0,0,1,12,7,10,3
16.6,4,25.64,54.9,59.78,9,2,0,1,1,14,12,13,4
7.9,0,26.04,58.18,38.96,14,3,0,0,0,12,13,14,3
15.3,0,39.08,30.92,28.56,12,1,0,0,0,11,10,10,3
11,0,58.66,37.7,53.38,15,0,1,1,0,8,9,10,2
16.3,0,38.26,38.78,53.68,13,1,0,0,0,9,9,13,2
12.6,0,24.48,28.76,31.4,12,1,0,0,0,9,12,11,2
10.5,4,41.92,29.38,24.2,11,2,0,0,1,7,14,14,2
17.2,0,43.14,29.26,52.92,8,3,0,0,0,14,9,9,1
12.6,0,32.28,44.12,49.84,6,0,0,0,0,11,13,8,1
9.7,0,28.84,45.34,28.92,14,3,0,0,0,10,14,8,2
9.5,4,44.04,37.06,41.02,5,0,1,1,1,11,10,9,1
8.7,0,51.24,32.14,49.88,8,4,0,0,0,11,11,8,1
9.7,0,22.54,43.54,30.42,7,1,0,0,0,12,11,8,3
7.6,0,59.9,45.34,42.14,14,0,1,0,0,13,10,14,2
14,0,38.96,34.18,45.02,14,0,0,0,0,11,10,10,2
16.9,0,20.16,46,38.72,10,0,0,0,0,12,7,10,1
6.8,3,16.5,57.98,36,5,3,0,0,1,10,10,12,2
12.2,4,29.28,17.94,44,16,2,0,0,1,11,11,10,2
3.6,0,35.58,44.92,61.26,11,2,0,0,0,13,9,11,3
12,3,30.7,38.8,51.3,11,5,0,0,1,9,8,10,4
12.1,0,30.14,39.46,33.8,10,1,0,0,0,11,14,12,8
6.4,2,36.02,25.5,47.48,8,0,0,0,1,11,10,12,2
1.3,4,53.06,29.52,51.86,13,1,0,0,1,10,10,12,1
10.6,0,25.72,26.8,42.12,12,0,0,0,0,9,12,12,1
8.8,0,32.3,34.7,41.24,8,2,0,0,0,10,11,10,2
7.4,0,33.06,39.7,41.7,10,1,0,0,0,12,11,11,2
8.3,0,39,42.1,36.12,11,0,0,0,0,10,9,10,7
4.9,0,42.76,53.02,47.96,16,0,0,0,0,8,10,13,4
11.1,3,41.1,43.86,43.18,14,1,0,0,1,12,10,10,2
5,3,50.58,35.58,31.68,9,3,0,0,1,12,10,15,2
15.3,3,47.12,45.58,34.06,16,0,0,0,1,8,4,11,5
8.8,0,38.4,25.52,31.12,8,1,0,0,0,10,13,13,3
13.1,4,13.82,20.26,20.96,10,0,0,0,1,13,14,10,2
7.9,0,52.34,42.12,51.34,6,3,1,0,0,10,5,9,2
14,0,47.1,51.44,20.62,12,2,0,0,0,9,13,12,2
10.5,0,42.68,40.98,35.94,10,1,0,0,0,10,6,10,3
5.4,4,41.38,25.56,39.84,10,3,0,0,1,15,8,12,1
8.7,3,52.76,20.68,41.62,9,3,0,0,1,7,12,11,2
9.6,4,36.68,39.1,36.02,11,1,0,0,1,13,11,10,3
7.9,0,31.52,38.82,46.3,10,5,1,0,0,9,10,9,5
5.5,0,35.12,32.36,57.9,10,0,0,0,0,15,12,6,2
13,0,48.5,20.56,28.48,10,2,0,0,0,11,12,9,1
3.4,0,30.2,26.28,37.32,10,0,0,0,0,11,11,9,4
13.9,0,27.62,32.9,26.98,9,1,0,0,0,11,10,7,1
10.9,0,52.94,61,39.48,10,1,1,0,0,7,12,9,5
6.5,4,56.46,30.4,45.1,12,1,0,0,1,7,9,10,2
6.3,0,42.24,47.54,51.84,13,0,0,0,0,8,10,6,1
15.2,0,39.42,26.02,15.62,8,3,0,0,0,13,8,10,2
14.7,0,41.06,33.34,48.12,8,1,0,0,0,10,13,9,2
11.2,3,36.36,45.62,52.54,10,2,0,0,1,11,13,15,2
12,0,50.4,30.04,30.36,10,2,0,0,0,12,11,10,1
2.7,0,38.76,23.78,27.18,10,0,0,0,0,11,11,13,2
17.1,0,46.24,37.74,41.38,13,1,0,0,0,14,8,13,1
10.1,4,40.02,37.78,41.02,16,0,0,0,1,11,13,9,2
3.2,3,53.34,46.46,42.56,17,1,0,0,1,11,11,10,2
0.3,4,23.62,44.3,20.78,12,2,0,0,1,12,13,9,3
15.1,0,35.06,28.86,32.04,12,0,0,0,0,11,9,9,3
6,0,25.02,49.76,42.26,12,3,0,0,0,10,7,8,2
11.9,0,35.36,44.94,40.92,8,1,0,0,0,9,9,8,8
4.3,0,48.38,25.88,52.96,6,1,0,0,0,11,13,11,2
4.2,0,48.24,23.3,30.44,11,0,0,0,0,14,12,10,2
8.4,0,43.42,47.2,23.66,10,1,0,0,0,10,7,12,2
6.5,0,39.08,36.24,35.7,9,0,0,0,0,11,11,11,2
7.5,0,44.48,65.4,41.6,9,1,1,1,0,8,12,11,5
11.6,0,37.9,37.96,41.16,14,1,0,0,0,9,12,9,1
10.7,0,24.62,31.68,51.22,10,0,0,0,0,10,9,9,3
18.9,4,51.34,30.1,24.6,12,3,0,0,1,10,12,9,2
12.3,0,31.82,48.32,40.48,7,1,0,0,0,10,12,12,1
11,0,20.02,46.66,40.88,12,3,0,0,0,9,10,6,4
6.3,4,6.18,37.4,46.16,9,1,0,0,1,12,12,11,4
17.6,0,44.64,42.88,30.88,11,3,0,0,0,8,14,8,1
10.8,0,37.48,39.98,43.22,13,1,0,0,0,11,13,11,4
1.3,3,63.12,41.78,52.02,13,3,0,0,1,11,8,13,2
7.1,0,55.5,26.36,25.38,9,1,0,0,0,11,13,11,1
8.8,0,37.96,39.46,46.9,15,2,0,0,0,12,11,12,2
13.7,0,29.44,38.56,34.54,11,1,0,0,0,12,10,11,2
8.2,0,37.16,55.3,38.42,6,4,0,0,0,4,14,11,4
9.2,3,31.08,37.7,50.98,8,3,0,0,1,11,11,12,2
16.5,0,30.84,53.72,37.76,11,6,0,0,0,10,11,10,2
9.6,0,19.52,21.1,44.04,12,1,0,0,0,10,12,11,5
15.6,0,35.76,35.68,33.84,8,1,0,0,0,10,10,8,2
6.3,0,29.86,54.72,41.32,10,0,0,0,0,11,8,8,2
3.7,0,41.2,37.2,61.42,9,0,0,0,0,9,9,9,6
9.8,0,43.36,38.16,37.5,11,0,0,0,0,9,12,8,5
12.1,0,20.66,25.82,33.42,11,0,0,0,0,11,9,12,2
9.4,0,27.88,31.82,25.64,8,0,0,0,0,10,10,13,2
9.9,0,38.24,32.78,48.72,15,1,0,0,0,11,11,12,2
16.3,3,32,37.88,45.98,11,1,0,0,1,11,7,12,4
16.1,0,44.34,38.6,38.82,7,3,0,0,0,10,9,12,2
9.9,0,12.58,46.2,33.78,9,1,0,0,0,9,7,13,3
10.8,0,43.12,39.06,38.88,4,1,0,0,0,8,12,7,3
8.4,5,33.06,44.7,52.16,8,3,0,0,1,10,12,8,4
8.3,4,18.94,30.88,40.08,11,2,0,1,1,12,10,11,3
13.9,0,40.64,30.5,39.56,10,2,0,0,0,9,10,8,2
6.9,0,39.06,43.34,51.98,13,3,0,0,0,7,11,12,2
12.9,0,28.74,59.56,42.52,12,4,0,0,0,12,10,9,4
10.6,0,22.88,15.66,46.54,0,2,0,0,0,11,11,8,0
15.8,0,44.56,40.6,42.12,7,2,0,0,0,11,13,11,1
16.8,3,35.18,42.34,34.9,8,2,0,0,1,7,11,9,3
11.5,0,49.98,48.5,30.34,16,1,1,1,0,10,11,13,3
5.7,3,46.9,39.04,53.76,12,2,0,1,1,13,12,10,2
6.7,0,42.14,43.84,35.94,8,1,0,0,0,12,9,9,3
12.7,0,36.46,33.98,36.8,10,1,0,0,0,13,11,12,2
7.8,0,38.06,38.9,51.3,12,2,0,0,0,9,9,11,3
10,4,35.42,32.74,48.54,8,0,0,0,1,9,11,8,1
10.3,4,17.44,33.86,33.34,11,6,1,0,1,10,11,8,3
11.3,0,43.12,38.68,21.08,14,1,0,0,0,10,13,12,2
7.8,0,27.48,47.52,41.34,14,3,0,0,0,11,5,14,6
12.9,4,38.56,35.4,43.3,17,1,0,0,1,11,9,12,3
5.7,0,29.86,40.04,46.34,12,2,0,0,0,10,11,11,2
8.2,0,28.74,34.14,57.54,8,1,0,0,0,12,10,10,3
6.4,0,44.96,38,44.28,10,1,0,0,0,12,11,11,1
8.6,4,52.24,42.84,30.98,13,2,0,0,1,13,11,11,3
15.1,3,39.3,35.16,44.36,14,0,0,0,1,10,12,13,3
9.4,0,54.24,40.52,44.32,12,3,1,0,0,11,11,6,2
9,0,41.44,58.5,45.26,8,2,0,0,0,13,11,11,1
4.8,0,60.08,26.64,39.48,8,2,0,0,0,10,11,10,3
8.5,4,45.92,26.46,42.38,10,2,0,0,1,13,9,8,4
9.3,2,37.5,33.96,35.06,13,1,0,1,1,11,10,13,2
16.9,0,11.42,39.94,54.94,7,3,0,1,0,10,8,11,3
6.8,0,32.42,31,37.94,11,5,1,0,0,9,9,9,5
9.1,0,29,35.16,44.74,17,2,1,1,0,9,11,16,2
6.8,0,31.9,48.16,42.06,12,1,0,0,0,13,10,8,2
10.1,0,38.14,41.72,40.76,9,1,0,0,0,8,11,12,4
6.7,2,46.12,37.82,32.44,10,1,0,0,1,4,6,12,1
6.6,0,6.8,55.72,25.92,12,0,0,0,0,14,7,12,2
11.6,2,38.68,48.12,49.62,12,5,0,0,1,12,14,10,2
15.8,0,40.4,32.7,39.08,11,1,0,0,0,13,9,9,3
7.8,0,38.34,48.28,40.7,10,1,0,0,0,13,9,9,3
11.9,3,32.26,50.06,28.48,7,1,0,0,1,10,11,10,4
12,0,30.12,23.8,46.58,7,1,0,0,0,9,13,13,1
15.5,0,36.92,39.2,45.3,8,1,0,0,0,11,12,13,1
10.6,0,44.14,54.04,24.32,9,1,0,0,0,12,10,12,3
8.7,0,33.46,39.7,26.62,11,1,0,1,0,12,12,9,3
14.6,4,30.8,37.1,29.64,9,3,0,0,1,8,10,11,2
10.1,3,24.22,37.28,48.34,11,0,0,0,1,12,10,8,3
2.2,3,36.42,32.92,25.76,13,3,0,0,1,10,6,11,2
9,0,21.92,27.52,31.94,11,2,0,0,0,9,11,13,3
4.1,0,41.98,24.38,50.74,10,1,0,0,0,11,11,11,2
6.9,0,33.5,48.42,20.24,12,2,0,0,0,8,10,11,2
3.3,0,42.78,47.96,29.74,10,2,0,0,0,9,12,8,7
11.2,0,23.16,48.66,36.92,14,1,0,0,0,11,12,8,3
10.8,3,55.32,44.02,35.58,10,2,0,0,1,10,12,10,3
13.6,3,35.88,36.22,64.14,10,2,0,0,1,9,10,12,2
12.8,0,37.46,54.16,41.28,11,1,0,0,0,9,10,7,3
2.7,0,40.24,45.44,29.16,9,2,0,0,0,13,10,10,2
16.1,0,37.92,53.48,36.9,2,1,0,1,0,8,12,14,3
3.3,4,37.36,52.2,63.56,15,0,0,0,1,13,7,11,3
12,4,30.7,43.82,47.48,12,0,0,0,1,9,10,8,2
11.3,0,37.52,41.64,31.78,9,2,0,0,0,10,12,11,3
12.2,0,46.18,48.64,36.48,11,0,1,1,0,14,10,6,1
14.8,3,48.98,23.6,47.2,16,2,0,0,1,15,14,10,2
7.4,0,46.18,44.6,31.56,10,3,0,0,0,10,8,11,1
10.6,0,37.42,50.04,28.98,11,1,0,0,0,11,12,9,2
17.9,0,34.14,38.22,42.92,14,1,0,0,0,6,11,11,2
14.9,3,25.38,33.38,29.04,9,5,1,1,1,10,11,8,2
7.7,0,37.9,41.4,42.82,10,0,0,0,0,12,10,10,4
12.7,0,35.38,33.58,36.44,8,1,1,1,0,11,10,14,1
8,0,32.22,39.76,45.68,11,1,0,0,0,10,9,12,2
10.6,0,33.88,39.44,40.44,11,1,0,0,0,11,8,8,2
6.1,2,50.88,32.34,50.28,11,0,0,0,1,14,10,10,2
13.5,3,25.54,43,46.86,6,2,0,1,1,6,11,9,2
11.5,3,34.1,43.44,45.14,14,6,0,0,1,11,8,8,3
